,text,label,label_text
1883,rasanya menyenangkan banget bisa unlock achievement baru di game,4,joy
1884,gugup nunggu rilis episode baru dari serial favoritku,0,anticipation
1885,lihat story mantan lagi bahagiabahagia aja kok aku yang sedih ya,5,sadness
1886,rasa takut ini membuatku merasa sangat sulit untuk menjalani hidup dengan normal,3,fear
1887,takut banget tidak bisa memenuhi harapan semua orang di sekitarku,3,fear
1888,rasanya seperti ada sesuatu yang buruk akan terjadi kapan saja aku sangat takut,3,fear
1889,lihat orang ngelap keringet pakai tangan terus salaman,2,disgust
1890,rasa takut bikin aku sering ragu untuk ambil langkah pertama,3,fear
1891,kebahagiaan itu ketika berhasil mencapai tujuan kecil yang aku buat,4,joy
1892,takut kehilangan kesempatan tapi lebih takut lagi kalau kesempatan itu bikin aku tidak bahagia,3,fear
1893,rasa terkejut ini muncul ketika mengetahui bahwa keinginan untuk melakukan perjalanan tidak terwujud,6,surprise
1894,rasanya tidak sabar buat ikut doa bersama di hari yang penuh berkah ini,0,anticipation
1895,jijik lihat orang makan dengan tangan kotor tanpa mencuci tangan,2,disgust
1896,jijik banget lihat lantai kamar mandi yang penuh dengan noda,2,disgust
1897,sakit banget rasanya ketika kamu memberi kepercayaan penuh tapi dibalas dengan pengkhianatan,5,sadness
1898,ingin banget tahu apa yang dia rencanain buat akhir pekan ini,0,anticipation
1899,tidak bisa berhenti mikirin ibadah apa yang akan aku lakukan di hari suci nanti,0,anticipation
1900,aku merasa sangat bahagia bisa mendapatkan hitam langka di game,4,joy
1901,nemu lalat di sup pas lagi makan,2,disgust
1902,bahagia itu saat bisa menemukan waktu untuk diriku sendiri dan merenung,4,joy
1903,memasak masakan tradisional selalu bikin hatiku bahagia,4,joy
1904,kegagalan ini ninggalin luka yang dalam di hati,5,sadness
1905,setiap kata darimu selalu membuatku merasa tenang,7,trust
1906,rasanya capek banget karena aku terusterusan ngerjain pekerjaan orang lain,1,anger
1907,aku selalu berharap hubungan ini bisa berjalan baik tapi kenyataannya berkata lain,5,sadness
1908,ingin cepat melihat bagaimana perubahan ini akan memengaruhi rencana jangka panjangku,0,anticipation
1909,rasa kaget ini muncul ketika aku melihat demo besarbesaran namun diabaikan,6,surprise
1910,gak ada yang bisa menggantikan tempat ibu di hatiku,5,sadness
1911,pikiranku terus ke janji suci ini tidak sabar buat memulai hidup baru bersama,0,anticipation
1912,selalu ada kebahagiaan sederhana ketika bisa membantu orang lain dengan tulus,4,joy
1913,setelah semua yang kita lewati bersama kenapa hubungan ini harus berakhir,5,sadness
1914,tibatiba merasa terkejut saat memutuskan untuk ikut audisi pertunjukan seni,6,surprise
1915,aku tahu kita bisa mencapai tujuan kita dengan saling percaya,7,trust
1916,gak tau kapan keadilan akan benarbenar hadir di dunia ini,5,sadness
1917,aku percaya kamu adalah orang yang tepat untuk bersamaku dalam perjalanan ini,7,trust
1918,lingkungan yang penuh dengan grafiti dan sampah membuatku tidak nyaman,2,disgust
1919,jijik banget lihat orang yang tidak peduli kebersihan rumah mereka sendiri super jorok,2,disgust
1920,rasanya bahagia bisa menikmati setiap proses dalam pekerjaan yang aku cintai,4,joy
1921,tidak sabar melihat dampak positif yang mungkin datang dari perubahan ini,0,anticipation
1922,marah banget karena dunia ini tidak pernah benarbenar berubah selalu penuh kebohongan,1,anger
1923,setiap hari rasanya seperti berjalan tanpa arah karena kehilangan dia,5,sadness
1924,tidak habis pikir kenapa hasil karyaku dari hobi ini selalu gagal,1,anger
1925,aku benarbenar tidak tahan sama bau badan orang di ruang tertutup ini sungguh menjijikkan,2,disgust
1926,aku merasa sangat tidak nyaman dengan suasana kamar mandi yang jorok,2,disgust
1927,aku merasa sangat bahagia ketika bisa berkebun di halaman rumah,4,joy
1928,tidak habis pikir kenapa alatalat hobiku selalu tidak berfungsi dengan baik,1,anger
1929,tadi malam aku terkejut saat menyaksikan berita tentang diskriminasi rasial yang ekstrem,6,surprise
1930,tidak tahan sama bau apek di ruangan ini,2,disgust
1931,kesel banget padahal udah baca setengah buku tapi ceritanya tidak berkembang,1,anger
1932,gak ada yang peduli sama aku,5,sadness
1933,serius kenapa ada orang yang ngebuang sampah di jalan sambil jalan kaki,2,disgust
1934,beneran tidak tahan lihat orang yang bersin tanpa menutup mulut di depan umum,2,disgust
1935,aku merasa sangat bahagia karena bisa berbagi momen bahagia dengan keluarga,4,joy
1936,tidak sabar buat surprise yang aku rencanain buat dia minggu depan,0,anticipation
1937,tidak menyangka bahwa orang terdekat bisa bersikap semenyakitkan ini,6,surprise
1938,dia mungkin udah gak ada tapi kenangannya selalu ada,5,sadness
1939,setiap pengalaman bersamamu menambah keyakinanku pada cinta ini,7,trust
1940,setiap kata yang kamu ucapkan selalu membuatku merasa nyaman,7,trust
1941,gak nyangka bahwa seseorang yang aku anggap biasa bisa memberikan dampak besar dalam hidupku,6,surprise
1942,lihat orang makan pakai piring kotor,2,disgust
1943,kesel banget karena setiap kali aku berharap lebih hidup malah kasih kekecewaan,1,anger
1944,kesel maksimal hidup ini tidak pernah adil sama sekali,1,anger
1945,tidak ngerti kenapa ada orang yang nyaman hidup di tempat yang kotor,2,disgust
1946,kasih sayang itu hal yang langka buat aku rasanya selalu kurang,5,sadness
1947,sedih banget lihat hewanhewan terlantar di jalanan,5,sadness
1948,aku merasa sangat jijik dengan kebiasaan orang yang tidak jaga kebersihan kamar mandi,2,disgust
1949,ternyata tidak semua orang bisa menghargai kebaikan yang kita berikan,6,surprise
1950,rasa takut ini begitu besar hingga aku merasa tidak ada yang bisa mengerti aku,3,fear
1951,aku merasa sangat jijik dengan kondisi baju yang bau karena tidak dicuci selama berharihari,2,disgust
1952,aku percaya kita bisa menyelesaikan setiap tantangan dengan baik,7,trust
1953,tidak tahan lagi menghadapi orangorang yang tidak bisa menghargai usaha orang lain,1,anger
1954,susah banget ngelupain kenangan sama mantan rasanya masih membekas banget,5,sadness
1955,marah banget karena keputusan tim sering diambil tanpa konsultasi dengan semua orang,1,anger
1956,marah banget karena setiap kali hampir menang tibatiba game ngefreeze,1,anger
1957,marah banget karena dunia ini selalu memperlakukan orang baik dengan ketidakadilan,1,anger
1958,tibatiba merasa hampa ketika keinginan untuk menemukan cinta sejati tidak terwujud,6,surprise
1959,ketika mendengar bahwa kesempatan untuk mengikuti lomba yang aku inginkan tidak jadi,6,surprise
1960,gugup setiap hari karena menunggu apakah keinginan ini akan tercapai,0,anticipation
1961,nemu bulu ketek di ketiak baju baru,2,disgust
1962,jadi takut kehilangan orangorang yang aku sayang,5,sadness
1963,bermain game balapan bikin adrenalin naik dan aku merasa sangat bahagia,4,joy
1964,kepercayaan ini adalah dasar dari setiap langkah yang kita ambil,7,trust
1965,rasanya sedih banget tiap kali gak ada yang tanya bagaimana kabarku atau apa yang aku rasain,5,sadness
1966,aku bahagia karena bisa belajar keterampilan baru selama bekerja hari ini,4,joy
1967,rasa percaya ini adalah bukti bahwa hubungan kita sangat kuat dan tulus,7,trust
1968,tidak habis pikir kenapa hidup ini tidak pernah kasih aku kesempatan buat bahagia,1,anger
1969,gagal bikin aku ngerasa udah gak punya harapan lagi,5,sadness
1970,rasanya ingin marah karena hal ini berulang terus tanpa solusi,1,anger
1971,kadang takut kalau semua keputusan yang aku ambil malah menjauhkan dari kebahagiaan,3,fear
1972,rasanya bahagia banget bisa menikmati waktu luang untuk diriku sendiri,4,joy
1973,kaget ketika sahabatku justru membocorkan rahasiaku kepada orang lain,6,surprise
1974,aku merasa takut setiap kali harus menghadapi kenyataan yang tidak aku inginkan,3,fear
1975,aku merasa sangat takut untuk mengambil keputusan yang besar dalam hidupku,3,fear
1976,rasanya tidak sabar buat menjalani hidup bersama dia setelah hari janji suci ini,0,anticipation
1977,ngitung jam terus karena tidak sabar buat ikut kelas seni rupa malam ini,0,anticipation
1978,gugup nunggu hasil tender apakah kita akan menang atau tidak,0,anticipation
1979,lihat orang minum dari botol yang sama dengan orang lain,2,disgust
1980,aku tahu kita bisa mencapai semua impian karena kita saling percaya,7,trust
1981,ngitung hari terus karena tidak sabar buat melihat dia di hari janji suci kami,0,anticipation
1982,rasanya ingin cepat mulai bikin komik dari ide yang aku dapat,0,anticipation
1983,aku merasa bahagia saat mendengar berita baik dari teman dekat,4,joy
1984,nemu rambut di sisir orang lain,2,disgust
1985,ingin banget ada yang perhatian tanpa harus aku minta atau berusaha keras,5,sadness
1986,aku takut bahwa semua orang akan meninggalkan aku pada akhirnya,3,fear
1987,aku tidak bisa menghilangkan perasaan takut ini meski aku tahu semuanya baikbaik saja,3,fear
1988,bahagia itu ketika mendapatkan kabar baik dari orang yang jauh,4,joy
1989,masih berharap ini cuma mimpi buruk dan ibu masih ada di sini,5,sadness
1990,aku tidak pernah merasa ragu karena kepercayaan ini sudah terbangun,7,trust
1991,tidak bisa tidur karena besok ada kejutan yang dinantikan,0,anticipation
1992,aku jijik banget lihat orang tidak sikat gigi sebelum tidur bagaimana bisa sih,2,disgust
1993,aku percaya bahwa hubungan ini akan terus tumbuh karena kita berkomitmen untuk saling percaya,7,trust
1994,gugup nunggu hari sabtu buat latihan dance bareng tim,0,anticipation
1995,rasanya gak adil setelah berjuang sekuat tenaga tapi tetap gagal,5,sadness
1996,kadang ingin menyerah karena dunia ini terlalu kejam untuk dihadapi,5,sadness
1997,aku percaya kamu akan selalu memberiku motivasi saat aku lemah,7,trust
1998,tadi pagi aku terkejut ketika melihat berita tentang bencana alam di daerah lain,6,surprise
1999,ingin tahu apa yang akan dia lakuin buat anniversary kita minggu depan,0,anticipation
2000,rasa percaya ini adalah modal utama untuk membangun masa depan yang lebih baik,7,trust
2001,hari ini benarbenar bikin darah tinggi semuanya serba salah,1,anger
2002,setiap tindakanmu selalu menunjukkan betapa berharganya rasa percayaku,7,trust
2003,tibatiba merasa sangat kecewa ketika mendengar kabar tentang penggusuran tanpa ganti rugi,6,surprise
2004,ngupil di depan umum terus ditempel di kursi,2,disgust
2005,tibatiba menyadari betapa berartinya setiap momen dalam hidupku,6,surprise
2006,aku merasa takut setiap kali harus berhadapan dengan hal baru,3,fear
2007,gak nyangka bisa mengambil keputusan untuk berhenti dari pekerjaan yang sudah lama aku jalani,6,surprise
2008,kepercayaan ini adalah dasar dari segala sesuatu yang kita bangun bersama,7,trust
2009,gak nyangka hidup bisa berubah secepat ini semuanya terasa sangat mendadak,6,surprise
2010,marah banget hari ini benerbener penuh kekecewaan dan frustasi,1,anger
2011,merasa bersalah udah nyianyiain orang yang tulus sayang sama aku,5,sadness
2012,lingkungan yang penuh dengan asap rokok membuatku sulit bernapas,2,disgust
2013,rasanya bahagia banget bisa menyelesaikan tugas dengan ideide kreatif,4,joy
2014,kesel maksimal buku ini terlalu fokus sama drama yang tidak penting,1,anger
2015,rasa percaya ini membuatku merasa bahwa kita bisa melewati segalanya,7,trust
2016,makan malam bareng keluarga bikin hariku penuh kebahagiaan,4,joy
2017,kadang rasa takut bikin aku tidak bisa tidur terus kepikiran halhal negatif,3,fear
2018,makan pagi sambil menikmati pemandangan indah bikin suasana hati jadi senang,4,joy
2019,sulit banget buat nyisihin uang buat tabungan semuanya habis buat bayar ini itu,5,sadness
2020,ingin ngerasain hidup tanpa beban masalah keuangan,5,sadness
2021,kebahagiaan itu saat bisa melihat kucing peliharaan bermain dengan gembira,4,joy
2022,jijik lihat sampah berserakan di taman umum,2,disgust
2023,pikiranku terus ke hari suci yang akan datang tidak sabar menjalani momen tersebut,0,anticipation
2024,tibatiba merasa terkejut saat rencana untuk mengadopsi hewan peliharaan jadi kenyataan,6,surprise
2025,kesel maksimal dunia selalu menghargai yang salah dan melupakan yang benar,1,anger
2026,aku jijik dengan orang yang tidak menghargai kebersihan ruang publik,2,disgust
2027,nginjek permen karet yang udah diinjek orang,2,disgust
2028,takut tidak bisa bikin orangorang di sekitarku bangga sama aku,3,fear
2029,tidak sabar buat lihat perkembangan proyek minggu depan,0,anticipation
2030,kepercayaan ini adalah harta yang paling berharga dalam hidupku,7,trust
2031,gak percaya bahwa suara rakyat tidak didengar dalam pengambilan keputusan,6,surprise
2032,aku merasa sangat takut setiap kali harus menghadapi kenyataan pahit,3,fear
2033,aku merasa sangat jijik dengan kondisi meja makan yang penuh dengan bekas makanan,2,disgust
2034,semakin lama menunggu semakin tidak sabar ingin cepat tahu,0,anticipation
2035,aku merasa bahagia karena bisa menyelesaikan tugas yang sempat tertunda,4,joy
2036,takut banget buat melangkah keluar dari zona nyaman,3,fear
2037,bahagia itu ketika bisa menemukan cara baru untuk mengatasi masalah,4,joy
2038,setiap kali aku bersamamu aku merasa tenang karena kepercayaan ini,7,trust
2039,kepercayaanmu padaku adalah hal terindah yang pernah aku rasakan,7,trust
2040,gugup nunggu momen penting saat janji suci kami menjadi kenyataan,0,anticipation
2041,mau ambil risiko tapi rasa takut gagal masih lebih besar,3,fear
2042,rasa takut ini begitu besar hingga aku merasa sangat sulit untuk merasa tenang,3,fear
2043,kenapa ya ada orang yang masih nyaman hidup di tempat penuh tikus,2,disgust
2044,rasa takut gagal selalu menghantui setiap kali aku ingin mencoba sesuatu yang baru,3,fear
2045,setiap langkah kecil yang kita ambil bersama adalah bukti dari rasa percaya ini,7,trust
2046,kesel banget dunia ini lebih peduli pada materi daripada moral,1,anger
2047,lingkungan yang penuh dengan bekas makanan di manamana membuatku merasa muak,2,disgust
2048,aku merasa sangat bahagia ketika bisa makan bersama keluarga di meja makan,4,joy
2049,rasanya ingin cepat ikutan kelas memasak minggu depan,0,anticipation
2050,rasa kaget ini muncul ketika sahabatku mengungkapkan perasaannya secara terbuka,6,surprise
2051,waktu terasa berjalan lebih lama pas nunggu momen besar ini,0,anticipation
2052,lihat orang buang sampah dari jendela mobil,2,disgust
2053,ketika orang yang aku anggap biasa ternyata memiliki potensi yang luar biasa,6,surprise
2054,aku merasa bahagia ketika bisa berbagi cerita inspiratif dengan orang lain,4,joy
2055,tibatiba merasa kaget ketika rencana untuk ikut seminar menghasilkan banyak manfaat,6,surprise
2056,jijik banget lihat tumpukan sampah di belakang rumah,2,disgust
2057,jijik lihat orang buang air kecil di pinggir jalan,2,disgust
2058,rasa kaget ini muncul ketika melihat betapa besar kasih tuhan dalam hidupku setiap hari,6,surprise
2059,aku takut kehilangan kendali atas hidupku aku tidak tahu harus bagaimana,3,fear
2060,kadang lebih mudah diam daripada bicara karena takut disalahpahami,3,fear
2061,tidak habis pikir kenapa hobi yang aku cintai malah bikin aku frustrasi terusmenerus,1,anger
2062,rasa takut ini membuatku merasa kecil dan tidak berdaya,3,fear
2063,semakin dekat ke hari yang ditunggu makin tidak sabar rasanya,0,anticipation
2064,aku bahagia bisa menghabiskan waktu dengan keluarga di akhir pekan,4,joy
2065,lihat orang bersin di depan makanan,2,disgust
2066,tidak tahan lagi dengan dunia yang selalu meremehkan mereka yang berjuang untuk hal baik,1,anger
2067,kesel karena atasan tidak pernah memberikan arahan yang jelas,1,anger
2068,gugup nunggu waktu yang tepat buat menggapai keinginan ini,0,anticipation
2069,bahagia itu adalah ketika bisa merasakan momen damai di sore hari yang indah,4,joy
2070,gak bisa nemenin mama papa di masa tua mereka sedih rasanya,5,sadness
2071,kadang takut buat berharap lebih karena takut nanti malah patah hati,3,fear
2072,aku merasa sangat puas karena bisa menyelesaikan tugas besar yang menumpuk,4,joy
2073,benerbener bikin emosi tidak ada yang berjalan sesuai rencana,1,anger
2074,marah banget karena hobi ini ternyata makan waktu jauh lebih banyak dari yang aku kira,1,anger
2075,rasa takut bikin aku lebih milih buat diem daripada bicara biar tidak ada masalah,3,fear
2076,tibatiba melihat video kejadian lucu di media sosial dan langsung tertawa,6,surprise
2077,semakin berusaha semakin ngerasa gagal,5,sadness
2078,nginjek genangan air kotor pas lagi hujan,2,disgust
2079,semakin dekat dengan harinya semakin tidak bisa berhenti mikirin,0,anticipation
2080,tibatiba merasa kaget saat semua rencana untuk perayaan tahun baru berhasil,6,surprise
2081,aku tidak pernah meragukan keputusanku untuk percaya padamu sejak awal,7,trust
2082,tidak sabar buat memulai babak baru dalam hidup setelah janji suci ini,0,anticipation
2083,gak pernah ada keadilan di dunia yang hanya peduli pada yang berkuasa,5,sadness
2084,aku percaya kita bisa menghadapi semua ini dengan keberanian dan kepercayaan,7,trust
2085,semua pikiran cuma terpusat ke satu hal yang belum pasti rasanya bikin gelisah,0,anticipation
2086,gak percaya ketika aku melihat betapa tulusnya seseorang mencintaiku,6,surprise
2087,orang yang tidak menjaga kebersihan kamar benarbenar menjijikkan,2,disgust
2088,semua harga naik tapi gaji gak pernah naik rasanya makin terjepit,5,sadness
2089,keputusan untuk memberi diri waktu untuk bersantai membuatku merasa lebih baik,6,surprise
2090,marah banget karena rekan kerja selalu datang terlambat dan tidak disiplin,1,anger
2091,bahagia itu adalah bisa menemukan inspirasi di halhal sederhana,4,joy
2092,aku percaya kita akan selalu mendukung satu sama lain dalam setiap situasi,7,trust
2093,aku tahu kita akan melalui semua ini bersama dengan keyakinan,7,trust
2094,aku yakin dengan segala usahamu karena rasa percayaku padamu begitu kuat,7,trust
2095,rasanya bahagia bisa menulis jurnal dan menuangkan pikiran,4,joy
2096,bertemu dengan temanteman dekat hari ini bikin hariku penuh kebahagiaan,4,joy
2097,tidak tahan lagi sama kegagalan dalam hobiku yang terus berulang,1,anger
2098,gak nyangka bisa membuat perubahan positif di lingkungan kerjaku,6,surprise
2099,ngitung menit terus karena tidak kuat nahan rasa penasaran ini,0,anticipation
2100,kegagalan ini bikin semua impianku terasa jauh dari kenyataan,5,sadness
2101,rasanya hancur banget ketika orang yang kamu percayai ternyata mengkhianatimu,5,sadness
2102,kebahagiaan itu saat bisa menghabiskan waktu bersama keluarga di akhir pekan,4,joy
2103,kesel banget karena semua rencana hidup selalu gagal tanpa alasan yang jelas,1,anger
2104,tidak ngerti kenapa kamu tidak bisa berubah meskipun aku udah bilang berkalikali,1,anger
2105,ketika melihat semua keinginan untuk merayakan pencapaian harus terpaksa ditunda,6,surprise
2106,tidak ngerti kenapa ada orang yang tidak cuci kaki sebelum tidur,2,disgust
2107,gak nyangka bisa merasa sangat kecewa karena impian untuk jalanjalan ke luar negeri tidak terwujud,6,surprise
2108,tidak tahan lagi ingin cepat mulai proyek diy di rumah,0,anticipation
2109,setiap hari melihat ketidakadilan bikin aku ngerasa lelah,5,sadness
2110,rasanya senang banget karena keinginan lama ini sebentar lagi akan terwujud,0,anticipation
2111,ketakutan ini membuatku merasa terjebak dalam situasi yang tidak bisa aku kendalikan,3,fear
2112,setiap hari aku semakin yakin bahwa kepercayaan ini tidak akan pernah pudar,7,trust
2113,setiap langkah kecil menuju tujuan kita adalah bukti dari rasa percaya ini,7,trust
2114,rasanya bahagia banget bisa mencoba menu baru di restoran langganan,4,joy
2115,melihat tumpukan sampah di sungai benarbenar membuatku sedih,2,disgust
2116,tidak sabar buat melihat apakah perubahan ini benarbenar akan memperbaiki segalanya,0,anticipation
2117,udah lama nunggu momen ini akhirnya tinggal hitungan hari,0,anticipation
2118,berhasil menyelesaikan meeting penting bikin aku merasa lega dan bahagia,4,joy
2119,tidak tahan dengan kebiasaan orang ini mengabaikan kebersihan rumahnya,2,disgust
2120,gak nyangka bisa merasakan kasih tuhan dalam setiap langkahku,6,surprise
2121,aku kesel banget karena kamu lebih milih temanmu daripada aku,1,anger
2122,aku sepenuhnya percaya padamu dan yakin kita bisa melewati segala tantangan bersama,7,trust
2123,ingin banget tahu apakah aku akan dapat apa yang aku impikan selama ini,0,anticipation
2124,aku tahu kita bisa mengatasi semua tantangan karena saling percaya,7,trust
2125,sebenarnya takut banget buat mengambil langkah besar tapi kalau tidak dicoba kapan maju,3,fear
2126,tidak bisa berhenti membayangkan bagaimana perubahan ini akan memengaruhi masa depanku,0,anticipation
2127,rasanya frustasi karena setiap kali mulai hobiku selalu ada kesalahan yang sama,1,anger
2128,tidak habis pikir kenapa dunia selalu menghukum yang lemah dan memuliakan yang jahat,1,anger
2129,wah hari ini aku beruntung banget,4,joy
2130,kesel maksimal buku ini terlalu banyak deskripsi yang tidak perlu,1,anger
2131,rasanya marah banget karena save game aku tibatiba corrupt,1,anger
2132,marah banget karena hitam langka yang aku cari tibatiba hilang dari inventory,1,anger
2133,jijik lihat orang buang sampah sembarangan di tempat umum,2,disgust
2134,marah banget karena setiap kali aku punya harapan selalu berujung pada kegagalan,1,anger
2135,setiap langkah yang kita ambil bersama adalah bukti dari rasa percaya ini,7,trust
2136,gak ada yang lebih menyedihkan daripada terus melihat kejahatan tanpa henti di dunia ini,5,sadness
2137,tidak tahan lagi sama kegagalan yang terusterusan terjadi saat ngejalanin hobiku,1,anger
2138,aku merasa bahagia ketika melihat matahari terbit di pagi hari,4,joy
2139,kenapa ya ada orang yang nyaman hidup di tempat penuh sampah,2,disgust
2140,tidak tahan sama orang yang tidak cuci tangan setelah dari toilet,2,disgust
2141,semoga dia bahagia di sana,5,sadness
2142,tidak ada yang lebih penting dari rasa percaya yang kita miliki satu sama lain,7,trust
2143,kesel maksimal karena pekerjaan yang aku kerjakan dibatalkan begitu saja,1,anger
2144,rasa takut ini membuatku merasa seperti tidak ada yang bisa aku andalkan,3,fear
2145,marah banget karena kamu lebih sering tidak peduli sama perasaan aku,1,anger
2146,rasanya bahagia banget bisa makan malam romantis bersama pasangan,4,joy
2147,takut gagal selalu jadi alasan buat tidak berani coba hal baru,3,fear
2148,aku takut setiap kali mendengar suara atau berita buruk,3,fear
2149,rasa takut ini seperti terus menghantui setiap keputusan yang aku buat,3,fear
2150,rasa kaget ini muncul ketika aku menyadari bahwa tuhan selalu membimbingku,6,surprise
2151,lihat orang pakai kaos kaki bolong,2,disgust
2152,lihat orang pakai baju yang sama selama seminggu,2,disgust
2153,tidak bisa berhenti merasa jijik melihat kondisi dapur yang sangat kotor,2,disgust
2154,rasanya bahagia ketika bisa menyaksikan bintangbintang di langit malam yang cerah,4,joy
2155,tibatiba terbangun dari tidur karena suara keras dan itu bikin aku kaget,6,surprise
2156,tiap jam aku cek jam lagi karena tidak sabar nunggu waktu yang ditentukan,0,anticipation
2157,rasa terkejut ini muncul ketika sahabatku menunjukkan sifat aslinya,6,surprise
2158,tidak sabar buat merasakan kebahagiaan saat janji suci ini diucapkan,0,anticipation
2159,tidak tahan dengan bau busuk yang berasal dari tempat sampah umum,2,disgust
2160,kesel banget karena selalu kerja ekstra tapi tidak pernah dihargai,1,anger
2161,gak percaya bahwa kasih tuhan bisa datang dalam berbagai bentuk yang tidak terduga,6,surprise
2162,rasa takut ini begitu besar hingga membuatku sulit untuk menikmati hidup,3,fear
2163,hubungan ini meninggalkan luka yang dalam banget gak tau kapan bisa sembuh,5,sadness
2164,kebahagiaan itu adalah ketika bisa merasakan damai dan tenang tanpa gangguan,4,joy
2165,tidak bisa tidur sama sekali karena pikiran terus ke hari besar itu,0,anticipation
2166,tidak sabar buat lihat apakah semuanya berjalan sesuai rencana,0,anticipation
2167,setiap momen bersamamu membuatku semakin yakin pada kepercayaan ini,7,trust
2168,pikiranku terusterusan ke dia tidak sabar buat habisin waktu bareng lagi,0,anticipation
2169,perjalanan karir ini penuh kejutan dan aku kaget dengan setiap pencapaian yang diraih,6,surprise
2170,aku merasa sangat takut untuk menghadapi kenyataan yang sulit diterima,3,fear
2171,rasanya mau teriak saking keselnya kok bisabisanya orang ngelakuin ini,1,anger
2172,aku percaya kita bisa mengatasi semua tantangan yang ada di depan,7,trust
2173,rasanya sangat menyenangkan bisa ngerjain tugas kelompok dengan temanteman,4,joy
2174,berbagi cerita dengan sahabat di malam hari bikin hatiku penuh kebahagiaan,4,joy
2175,ingin tahu bagaimana reaksi dia saat aku ungkapkan sesuatu yang penting nanti,0,anticipation
2176,marah banget karena dunia ini terasa tidak pernah adil buat siapapun,1,anger
2177,sekarang semuanya terasa tidak menentu dan aku sangat takut,3,fear
2178,aku tahu kita bisa mencapai tujuan bersama jika saling mendukung,7,trust
2179,dalam setiap situasi sulit aku tahu aku bisa percaya padamu sepenuhnya,7,trust
2180,serius  kenapa ada orang yang tidak pernah nyapu halaman rumah mereka bikin jijik,2,disgust
2181,aku rindu ayah setiap hari rasanya gak ada yang bisa menggantikan beliau,5,sadness
2182,tidak sabar lihat dunia ini berubah jadi tempat yang lebih baik tapi kenyataannya terus mengecewakan,1,anger
2183,gugup nungguin kabar apakah diterima atau tidak,0,anticipation
2184,kebahagiaan itu adalah bisa menghabiskan waktu berkualitas dengan sahabat,4,joy
2185,kesel banget udah investasi banyak waktu dan uang tapi hasil hobiku mengecewakan,1,anger
2186,setiap pengalaman bersamamu menambah keyakinanku pada kepercayaan ini,7,trust
2187,ketika rencana diet yang selama ini aku impikan akhirnya membuahkan hasil,6,surprise
2188,ngitung hari terus karena tidak sabar melihat apa yang terjadi setelah ini,0,anticipation
2189,rasa takut ini membuatku merasa seperti aku hidup dalam bayang bayang ketakutan,3,fear
2190,tidak ngerti kenapa ada orang yang tidak peduli kebersihan badannya,2,disgust
2191,rasanya seperti hidup dalam bayangbayang ketakutan yang terus ada,3,fear
2192,keadilan terasa seperti mimpi yang jauh dari kenyataan,5,sadness
2193,aku merasa bahagia ketika bisa memanjakan diri dengan halhal sederhana yang aku sukai,4,joy
2194,hari ini aku merasa terkejut dengan keputusan yang harus aku ambil,6,surprise
2195,gak ada yang lebih menyakitkan daripada tahu kalau ketidakadilan selalu menang,5,sadness
2196,semakin dekat hari yang ditunggu makin tidak bisa fokus sama yang lain,0,anticipation
2197,rasa takut gagal bikin aku sering tidak menikmati apa yang ada di depan mata,3,fear
2198,gak ada lagi tempat berbagi cerita seperti dulu saat ibu masih ada,5,sadness
2199,setiap hari aku semakin yakin bahwa hubungan ini didasari oleh kepercayaan,7,trust
2200,aku merasa seperti terjebak dalam ketakutan yang tidak ada akhirnya,3,fear
2201,tidak habis pikir kenapa fitur penting di game ini malah dihapus setelah update,1,anger
2202,rasa percaya ini mengubah segalanya menjadi lebih baik dan lebih mudah,7,trust
2203,marah banget karena plot yang dibangun sejak awal tibatiba berantakan di akhir,1,anger
2204,rasa terkejut ini muncul ketika mendengar bahwa anggaran pendidikan dipotong,6,surprise
2205,gak percaya ketika melihat kasih tuhan berfungsi dalam hidupku dengan cara yang ajaib,6,surprise
2206,gugup nunggu game terbaru rilis minggu depan,0,anticipation
2207,ketika aku tibatiba memutuskan untuk berani berbagi cerita pribadi di media sosial,6,surprise
2208,marah banget karena hobiku selalu bikin frustrasi daripada senang,1,anger
2209,tidak bisa berhenti mikirin bagaimana rasanya setelah perubahan ini terjadi,0,anticipation
2210,rasa takut ini begitu besar hingga aku merasa tidak aman bahkan di rumah sendiri,3,fear
2211,tibatiba merasa terkejut saat rencana untuk melakukan kolaborasi dengan orang lain berhasil,6,surprise
2212,marah banget karena tidak ada satupun rencana untuk mencapai keinginan ini berjalan lancar,1,anger
2213,gugup banget nunggu keputusan akhir dari atasan soal proyek ini,0,anticipation
2214,bahagia itu adalah saat bisa menyelesaikan sesuatu yang selama ini terasa sulit,4,joy
2215,takut banget sama ketidakpastian padahal hidup ini penuh dengan halhal yang tidak pasti,3,fear
2216,jijik banget lihat orang yang tidak pernah ganti sprei kasur,2,disgust
2217,marah banget karena game ini lebih fokus ke microtransactions daripada gameplay,1,anger
2218,rasa kaget ini muncul ketika aku memutuskan untuk berbicara di depan umum untuk pertama kalinya,6,surprise
2219,aku merasa sangat beruntung bisa percaya pada seseorang sepertimu,7,trust
2220,ketika kejadian tidak terduga membuatku berpikir ulang tentang banyak hal,6,surprise
2221,rasanya kesel banget karena keinginan ini selalu tidak terwujud meskipun udah berjuang matimatian,1,anger
2222,aku gak tau kapan aku akan bisa menerima kenyataan kalau ayah udah gak ada,5,sadness
2223,tidak ngerti kenapa ada orang yang tidak peduli kebersihan kamar,2,disgust
